Entity,Year,Renewables per capita (kWh - equivalent)
Africa,1965,127.91771
Africa,1966,139.12254
Africa,1967,141.5766
Africa,1968,161.39375
Africa,1969,183.53688
Africa,1970,223.56758
Africa,1971,206.47203
Africa,1972,229.00676
Africa,1973,235.90248
Africa,1974,261.10275
Africa,1975,268.4201
Africa,1976,289.09085
Africa,1977,308.83777
Africa,1978,302.6684
Africa,1979,314.55762
Africa,1980,298.0381
Africa,1981,300.8455
Africa,1982,292.26404
Africa,1983,256.08322
Africa,1984,244.92314
Africa,1985,264.69916
Africa,1986,268.0142
Africa,1987,250.02135
Africa,1988,265.27042
Africa,1989,270.88193
Africa,1990,269.1465
Africa,1991,277.6371
Africa,1992,258.54077
Africa,1993,247.48167
Africa,1994,244.78401
Africa,1995,248.2899
Africa,1996,253.30066
Africa,1997,253.66914
Africa,1998,259.61603
Africa,1999,268.28467
Africa,2000,281.10306
Africa,2001,293.2505
Africa,2002,298.92673
Africa,2003,283.07382
Africa,2004,291.1984
Africa,2005,286.73642
Africa,2006,290.31552
Africa,2007,289.55646
Africa,2008,286.503
Africa,2009,285.99698
Africa,2010,300.92087
Africa,2011,301.23102
Africa,2012,294.43835
Africa,2013,303.13077
Africa,2014,317.21323
Africa,2015,316.1801
Africa,2016,311.66516
Africa,2017,324.20157
Africa,2018,339.4157
Africa,2019,353.0985
Africa,2020,368.0048
Africa,2021,378.59207
Africa,2022,379.27673
Africa,2023,390.02872
Algeria,1965,95.53111
Algeria,1966,83.2235
Algeria,1967,94.0028
Algeria,1968,126.20633
Algeria,1969,79.1247
Algeria,1970,124.31607
Algeria,1971,69.15576
Algeria,1972,101.36669
Algeria,1973,150.38446
Algeria,1974,96.981804
Algeria,1975,61.67956
Algeria,1976,69.71108
Algeria,1977,46.42354
Algeria,1978,41.92492
Algeria,1979,47.365265
Algeria,1980,40.55343
Algeria,1981,55.92673
Algeria,1982,70.81954
Algeria,1983,33.59872
Algeria,1984,62.474915
Algeria,1985,86.30655
Algeria,1986,32.306145
Algeria,1987,62.55964
Algeria,1988,22.321026
Algeria,1989,26.849836
Algeria,1990,15.643562
Algeria,1991,33.15225
Algeria,1992,21.999186
Algeria,1993,38.159126
Algeria,1994,17.570253
Algeria,1995,20.039974
Algeria,1996,13.772591
Algeria,1997,7.5238814
Algeria,1998,21.245111
Algeria,1999,19.78077
Algeria,2000,5.1886096
Algeria,2001,6.4968305
Algeria,2002,5.2608757
Algeria,2003,23.974781
Algeria,2004,22.248251
Algeria,2005,48.24676
Algeria,2006,18.518274
Algeria,2007,18.8043
Algeria,2008,23.004215
Algeria,2009,27.13679
Algeria,2010,14.096054
Algeria,2011,29.90281
Algeria,2012,30.592276
Algeria,2013,9.151515
Algeria,2014,17.753038
Algeria,2015,15.118675
Algeria,2016,22.301409
Algeria,2017,37.457855
Algeria,2018,46.06531
Algeria,2019,47.960022
Algeria,2020,44.86581
Algeria,2021,40.501717
Algeria,2022,39.539673
Algeria,2023,41.794765
Argentina,1965,164.26549
Argentina,1966,163.79047
Argentina,1967,165.11125
Argentina,1968,191.60696
Argentina,1969,169.22238
Argentina,1970,200.6452
Argentina,1971,196.51488
Argentina,1972,190.3889
Argentina,1973,361.89407
Argentina,1974,587.97815
Argentina,1975,601.5391
Argentina,1976,571.45184
Argentina,1977,645.98193
Argentina,1978,851.351
Argentina,1979,1153.4015
Argentina,1980,1608.8427
Argentina,1981,1534.8994
Argentina,1982,1811.2704
Argentina,1983,1870.7758
Argentina,1984,1982.6127
Argentina,1985,2029.0524
Argentina,1986,2035.2977
Argentina,1987,2086.509
Argentina,1988,1436.1788
Argentina,1989,1222.8326
Argentina,1990,1617.8336
Argentina,1991,1430.0657
Argentina,1992,1700.5907
Argentina,1993,2074.4868
Argentina,1994,2348.6665
Argentina,1995,2253.4985
Argentina,1996,1898.5623
Argentina,1997,2322.6155
Argentina,1998,2181.549
Argentina,1999,1751.8158
Argentina,2000,2315.3508
Argentina,2001,2902.0085
Argentina,2002,2806.8796
Argentina,2003,2640.2305
Argentina,2004,2347.1194
Argentina,2005,2587.7883
Argentina,2006,2829.6863
Argentina,2007,2303.9253
Argentina,2008,2275.4507
Argentina,2009,2472.1309
Argentina,2010,2505.6836
Argentina,2011,2389.6646
Argentina,2012,2289.2427
Argentina,2013,2532.9878
Argentina,2014,2525.8271
Argentina,2015,2510.5789
Argentina,2016,2311.6875
Argentina,2017,2470.724
Argentina,2018,2511.452
Argentina,2019,2468.6052
Argentina,2020,2377.5747
Argentina,2021,2399.5322
Argentina,2022,2756.9307
Argentina,2023,3141.6628
Asia,1965,222.3872
Asia,1966,226.44109
Asia,1967,206.75435
Asia,1968,224.33261
Asia,1969,227.21378
Asia,1970,227.32373
Asia,1971,242.87311
Asia,1972,245.58287
Asia,1973,223.31256
Asia,1974,248.8767
Asia,1975,262.73886
Asia,1976,264.90094
Asia,1977,255.56485
Asia,1978,264.37238
Asia,1979,281.43222
Asia,1980,297.12375
Asia,1981,312.4645
Asia,1982,313.3928
Asia,1983,322.9857
Asia,1984,319.09097
Asia,1985,368.46494
Asia,1986,364.79602
Asia,1987,370.05774
Asia,1988,415.4834
Asia,1989,418.10483
Asia,1990,426.9358
Asia,1991,424.1603
Asia,1992,420.34445
Asia,1993,457.68048
Asia,1994,450.51108
Asia,1995,482.0944
Asia,1996,472.2879
Asia,1997,467.3664
Asia,1998,488.64188
Asia,1999,473.44626
Asia,2000,483.74408
Asia,2001,510.87067
Asia,2002,519.7704
Asia,2003,532.05096
Asia,2004,613.4569
Asia,2005,629.77203
Asia,2006,684.43
Asia,2007,712.9315
Asia,2008,802.2983
Asia,2009,788.9542
Asia,2010,904.92334
Asia,2011,929.24194
Asia,2012,1047.8828
Asia,2013,1146.835
Asia,2014,1260.167
Asia,2015,1330.2773
Asia,2016,1426.1375
Asia,2017,1538.1526
Asia,2018,1669.9618
Asia,2019,1823.9341
Asia,2020,1935.5474
Asia,2021,2112.8857
Asia,2022,2300.588
Asia,2023,2428.2097
Australia,1965,2084.9104
Australia,1966,1951.7322
Australia,1967,1982.8727
Australia,1968,2029.5337
Australia,1969,2166.213
Australia,1970,2453.9646
Australia,1971,2683.344
Australia,1972,2635.7896
Australia,1973,2768.2363
Australia,1974,3091.4663
Australia,1975,3282.5305
Australia,1976,3091.437
Australia,1977,2918.1785
Australia,1978,3112.8638
Australia,1979,2992.9883
Australia,1980,2791.2869
Australia,1981,2832.694
Australia,1982,2598.0852
Australia,1983,2419.8884
Australia,1984,2581.6687
Australia,1985,2703.5625
Australia,1986,2681.848
Australia,1987,2568.1492
Australia,1988,2706.073
Australia,1989,2663.2573
Australia,1990,2702.2617
Australia,1991,2813.9587
Australia,1992,2823.9597
Australia,1993,2872.3596
Australia,1994,2810.7297
Australia,1995,2718.3857
Australia,1996,2763.9421
Australia,1997,2741.234
Australia,1998,2705.3374
Australia,1999,2766.3467
Australia,2000,2737.685
Australia,2001,2645.2122
Australia,2002,2708.4856
Australia,2003,2773.6526
Australia,2004,2845.223
Australia,2005,3015.9136
Australia,2006,3042.29
Australia,2007,2875.358
Australia,2008,2653.844
Australia,2009,2732.027
Australia,2010,2955.301
Australia,2011,3965.6514
Australia,2012,3844.2527
Australia,2013,4383.1484
Australia,2014,3982.3477
Australia,2015,4223.8315
Australia,2016,4771.693
Australia,2017,4392.7925
Australia,2018,5386.9814
Australia,2019,5879.921
Australia,2020,6698.7847
Australia,2021,7922.935
Australia,2022,8831.524
Australia,2023,9477.472
Austria,1965,6541.6733
Austria,1966,7000.156
Austria,1967,7095.3643
Austria,1968,7253.062
Austria,1969,6645.0854
Austria,1970,8432.793
Austria,1971,6632.8647
Austria,1972,6777.8687
Austria,1973,7489.612
Austria,1974,8840.264
Austria,1975,9286.367
Austria,1976,8040.218
Austria,1977,9739.236
Austria,1978,9754.929
Austria,1979,11007.9
Austria,1980,11404.694
Austria,1981,12055.418
Austria,1982,12066.638
Austria,1983,11972.639
Austria,1984,10503.83
Austria,1985,12432.113
Austria,1986,12619.191
Austria,1987,14200.749
Austria,1988,14206.123
Austria,1989,14077.761
Austria,1990,12608.698
Austria,1991,12492.961
Austria,1992,13683.4375
Austria,1993,14279.802
Austria,1994,13793.1875
Austria,1995,14538.525
Austria,1996,13353.565
Austria,1997,14094.372
Austria,1998,14532.994
Austria,1999,15717.087
Austria,2000,16078.19
Austria,2001,15509.863
Austria,2002,15210.699
Austria,2003,12671.771
Austria,2004,14101.312
Austria,2005,14416.047
Austria,2006,14488.603
Austria,2007,15319.22
Austria,2008,15700.529
Austria,2009,16592.205
Austria,2010,15785.184
Austria,2011,14297.22
Austria,2012,17580.533
Austria,2013,17107.934
Austria,2014,16774.605
Austria,2015,15719.883
Austria,2016,16554.303
Austria,2017,16354.286
Austria,2018,15874.077
Austria,2019,17095.865
Austria,2020,17154.707
Austria,2021,16308.09
Austria,2022,15321.636
Austria,2023,17215.49
Azerbaijan,1985,563.22015
Azerbaijan,1986,339.3284
Azerbaijan,1987,333.45038
Azerbaijan,1988,284.3575
Azerbaijan,1989,280.96304
Azerbaijan,1990,660.04224
Azerbaijan,1991,690.1098
Azerbaijan,1992,675.98004
Azerbaijan,1993,926.81555
Azerbaijan,1994,691.8137
Azerbaijan,1995,583.2019
Azerbaijan,1996,571.7488
Azerbaijan,1997,632.7903
Azerbaijan,1998,717.4498
Azerbaijan,1999,549.6828
Azerbaijan,2000,553.82574
Azerbaijan,2001,461.48856
Azerbaijan,2002,704.24695
Azerbaijan,2003,846.49286
Azerbaijan,2004,927.8629
Azerbaijan,2005,995.4846
Azerbaijan,2006,817.5785
Azerbaijan,2007,752.89355
Azerbaijan,2008,696.9179
Azerbaijan,2009,707.5463
Azerbaijan,2010,1035.6885
Azerbaijan,2011,788.716
Azerbaijan,2012,526.3849
Azerbaijan,2013,444.81433
Azerbaijan,2014,391.3848
Azerbaijan,2015,479.00803
Azerbaijan,2016,569.26935
Azerbaijan,2017,504.12286
Azerbaijan,2018,518.0196
Azerbaijan,2019,472.18802
Azerbaijan,2020,340.77127
Azerbaijan,2021,391.18164
Azerbaijan,2022,469.5691
Azerbaijan,2023,508.02905
Bangladesh,1971,7.568028
Bangladesh,1972,7.4621134
Bangladesh,1973,13.757338
Bangladesh,1974,9.850171
Bangladesh,1975,17.258919
Bangladesh,1976,19.124786
Bangladesh,1977,16.537506
Bangladesh,1978,18.701193
Bangladesh,1979,21.191452
Bangladesh,1980,20.540087
Bangladesh,1981,21.451128
Bangladesh,1982,17.463715
Bangladesh,1983,21.50054
Bangladesh,1984,28.357735
Bangladesh,1985,22.772358
Bangladesh,1986,13.5404625
Bangladesh,1987,15.21305
Bangladesh,1988,19.437046
Bangladesh,1989,25.935122
Bangladesh,1990,24.396038
Bangladesh,1991,22.683018
Bangladesh,1992,21.153221
Bangladesh,1993,15.851429
Bangladesh,1994,21.663036
Bangladesh,1995,9.338388
Bangladesh,1996,18.228828
Bangladesh,1997,17.421244
Bangladesh,1998,20.56925
Bangladesh,1999,19.43257
Bangladesh,2000,17.143412
Bangladesh,2001,22.155798
Bangladesh,2002,16.299408
Bangladesh,2003,15.931184
Bangladesh,2004,15.591015
Bangladesh,2005,15.289182
Bangladesh,2006,15.082642
Bangladesh,2007,14.902555
Bangladesh,2008,18.70741
Bangladesh,2009,8.51918
Bangladesh,2010,14.572353
Bangladesh,2011,18.397383
Bangladesh,2012,16.936466
Bangladesh,2013,16.445894
Bangladesh,2014,13.984857
Bangladesh,2015,20.020527
Bangladesh,2016,18.66556
Bangladesh,2017,21.8867
Bangladesh,2018,19.234287
Bangladesh,2019,19.217888
Bangladesh,2020,18.343538
Bangladesh,2021,20.152838
Bangladesh,2022,25.141754
Bangladesh,2023,29.636326
Belarus,1985,5.8362236
Belarus,1986,5.79706
Belarus,1987,5.7581506
Belarus,1988,5.7231154
Belarus,1989,5.6932936
Belarus,1990,5.670956
Belarus,1991,5.08967
Belarus,1992,4.798521
Belarus,1993,5.360704
Belarus,1994,5.3633075
Belarus,1995,5.6529775
Belarus,1996,4.5333347
Belarus,1997,5.9703016
Belarus,1998,7.993826
Belarus,1999,5.4502563
Belarus,2000,7.784205
Belarus,2001,8.6395235
Belarus,2002,8.351539
Belarus,2003,8.067186
Belarus,2004,9.8008
Belarus,2005,10.663756
Belarus,2006,11.01998
Belarus,2007,14.907924
Belarus,2008,30.646965
Belarus,2009,57.020115
Belarus,2010,80.80804
Belarus,2011,77.13713
Belarus,2012,88.33494
Belarus,2013,95.75592
Belarus,2014,92.592
Belarus,2015,98.381546
Belarus,2016,118.53891
Belarus,2017,218.31895
Belarus,2018,198.35622
Belarus,2019,242.94302
Belarus,2020,294.6268
Belarus,2021,376.0015
Belarus,2022,380.36304
Belarus,2023,341.50424
Belgium,1965,85.454025
Belgium,1966,93.40049
Belgium,1967,73.961784
Belgium,1968,75.50082
Belgium,1969,70.90284
Belgium,1970,75.5417
Belgium,1971,40.991146
Belgium,1972,54.870293
Belgium,1973,90.04341
Belgium,1974,108.15762
Belgium,1975,82.56136
Belgium,1976,51.595177
Belgium,1977,148.25105
Belgium,1978,151.97455
Belgium,1979,172.9628
Belgium,1980,181.0669
Belgium,1981,208.8205
Belgium,1982,114.789505
Belgium,1983,107.816734
Belgium,1984,112.878395
Belgium,1985,103.01489
Belgium,1986,140.99358
Belgium,1987,175.71147
Belgium,1988,167.35365
Belgium,1989,154.19803
Belgium,1990,171.43918
Belgium,1991,165.74184
Belgium,1992,188.41643
Belgium,1993,155.00415
Belgium,1994,181.92354
Belgium,1995,203.14326
Belgium,1996,171.16362
Belgium,1997,177.58893
Belgium,1998,228.57022
Belgium,1999,257.24277
Belgium,2000,313.7752
Belgium,2001,321.07175
Belgium,2002,339.79138
Belgium,2003,356.37997
Belgium,2004,443.36295
Belgium,2005,623.0997
Belgium,2006,866.60583
Belgium,2007,1014.2022
Belgium,2008,1275.9725
Belgium,2009,1693.5216
Belgium,2010,2243.2527
Belgium,2011,2656.233
Belgium,2012,3196.211
Belgium,2013,3451.6255
Belgium,2014,3582.6326
Belgium,2015,3973.33
Belgium,2016,4064.5344
Belgium,2017,4441.297
Belgium,2018,4702.7935
Belgium,2019,5182.6836
Belgium,2020,6239.0522
Belgium,2021,6068.9946
Belgium,2022,6452.6274
Belgium,2023,6881.5864
Brazil,1965,891.5651
Brazil,1966,948.7056
Brazil,1967,966.2828
Brazil,1968,985.56366
Brazil,1969,1028.3989
Brazil,1970,1275.7004
Brazil,1971,1349.1516
Brazil,1972,1546.081
Brazil,1973,1708.93
Brazil,1974,1884.4318
Brazil,1975,2021.4637
Brazil,1976,2254.3728
Brazil,1977,2513.7314
Brazil,1978,2739.7275
Brazil,1979,3066.5522
Brazil,1980,3323.2979
Brazil,1981,3279.3462
Brazil,1982,3506.6985
Brazil,1983,3764.5833
Brazil,1984,4076.945
Brazil,1985,4323.159
Brazil,1986,4433.2134
Brazil,1987,4425.7837
Brazil,1988,4636.257
Brazil,1989,4703.891
Brazil,1990,4627.2334
Brazil,1991,4772.6045
Brazil,1992,4809.208
Brazil,1993,4978.1416
Brazil,1994,5083.839
Brazil,1995,5232.874
Brazil,1996,5403.7944
Brazil,1997,5547.231
Brazil,1998,5681.611
Brazil,1999,5644.9316
Brazil,2000,5687.5312
Brazil,2001,4973.0483
Brazil,2002,5232.2524
Brazil,2003,5460.973
Brazil,2004,5659.872
Brazil,2005,5863.493
Brazil,2006,5944.4653
Brazil,2007,6422.022
Brazil,2008,6503.5464
Brazil,2009,6833.1626
Brazil,2010,7114.253
Brazil,2011,7306.2563
Brazil,2012,7073.814
Brazil,2013,6876.089
Brazil,2014,6804.8945
Brazil,2015,6861.86
Brazil,2016,7130.886
Brazil,2017,7083.7046
Brazil,2018,7513.406
Brazil,2019,7808.528
Brazil,2020,7752.6245
Brazil,2021,7482.67
Brazil,2022,8464.583
Brazil,2023,8962.235
Bulgaria,1965,717.2736
Bulgaria,1966,715.3233
Bulgaria,1967,714.35455
Bulgaria,1968,457.305
Bulgaria,1969,638.78253
Bulgaria,1970,741.404
Bulgaria,1971,742.13196
Bulgaria,1972,712.04425
Bulgaria,1973,868.16345
Bulgaria,1974,698.07745
Bulgaria,1975,818.5891
Bulgaria,1976,981.18164
Bulgaria,1977,1167.8446
Bulgaria,1978,960.21674
Bulgaria,1979,1090.9425
Bulgaria,1980,1222.5573
Bulgaria,1981,1191.5675
Bulgaria,1982,1005.38763
Bulgaria,1983,1107.0005
Bulgaria,1984,1078.337
Bulgaria,1985,741.8106
Bulgaria,1986,773.4908
Bulgaria,1987,846.1637
Bulgaria,1988,868.7753
Bulgaria,1989,903.77826
Bulgaria,1990,549.7279
Bulgaria,1991,768.9422
Bulgaria,1992,649.1459
Bulgaria,1993,613.6114
Bulgaria,1994,448.29758
Bulgaria,1995,758.2932
Bulgaria,1996,1016.47375
Bulgaria,1997,968.25006
Bulgaria,1998,1101.6534
Bulgaria,1999,989.7329
Bulgaria,2000,960.74744
Bulgaria,2001,603.65533
Bulgaria,2002,774.47095
Bulgaria,2003,1097.0132
Bulgaria,2004,1150.3472
Bulgaria,2005,1576.2123
Bulgaria,2006,1550.9395
Bulgaria,2007,1053.7902
Bulgaria,2008,1076.2892
Bulgaria,2009,1354.3499
Bulgaria,2010,2133.0674
Bulgaria,2011,1451.4683
Bulgaria,2012,2054.1448
Bulgaria,2013,2713.2139
Bulgaria,2014,2899.6929
Bulgaria,2015,3473.2515
Bulgaria,2016,2885.0955
Bulgaria,2017,2564.6946
Bulgaria,2018,3870.2913
Bulgaria,2019,3231.7188
Bulgaria,2020,3229.8647
Bulgaria,2021,4419.709
Bulgaria,2022,4218.176
Bulgaria,2023,4472.7305
Canada,1965,17735.2
Canada,1966,19314.93
Canada,1967,19404.691
Canada,1968,19426.168
Canada,1969,21176.963
Canada,1970,21815.654
Canada,1971,21947.201
Canada,1972,24169.7
Canada,1973,25579.465
Canada,1974,27307.045
Canada,1975,25877.21
Canada,1976,26924.87
Canada,1977,27593.346
Canada,1978,29181.084
Canada,1979,29982.791
Canada,1980,30466.98
Canada,1981,31941.863
Canada,1982,30640.59
Canada,1983,31271.69
Canada,1984,33338.027
Canada,1985,34949.47
Canada,1986,35399.68
Canada,1987,35647.203
Canada,1988,34197.844
Canada,1989,31931.652
Canada,1990,32069.76
Canada,1991,32886.316
Canada,1992,33385.55
Canada,1993,33777.543
Canada,1994,34089.242
Canada,1995,34510.137
Canada,1996,36249.36
Canada,1997,35382.293
Canada,1998,33455.71
Canada,1999,34561.805
Canada,2000,35386.59
Canada,2001,32493.29
Canada,2002,33660.78
Canada,2003,31899.857
Canada,2004,31677.885
Canada,2005,33281.12
Canada,2006,32022.26
Canada,2007,33001.152
Canada,2008,33302.668
Canada,2009,32326.29
Canada,2010,30724.25
Canada,2011,32501.496
Canada,2012,32654.436
Canada,2013,33052.715
Canada,2014,31920.246
Canada,2015,32529.217
Canada,2016,32722.955
Canada,2017,32902.316
Canada,2018,31798.229
Canada,2019,30952.205
Canada,2020,31018.557
Canada,2021,30693.26
Canada,2022,31566.414
Canada,2023,29238.72
Chile,1965,1299.8345
Chile,1966,1345.2523
Chile,1967,1349.0912
Chile,1968,1110.6427
Chile,1969,1232.2445
Chile,1970,1296.856
Chile,1971,1445.3428
Chile,1972,1687.9465
Chile,1973,1620.8186
Chile,1974,1810.902
Chile,1975,1790.6846
Chile,1976,1827.527
Chile,1977,1901.8132
Chile,1978,1951.1672
Chile,1979,1974.7936
Chile,1980,2058.4136
Chile,1981,2100.9978
Chile,1982,2269.4165
Chile,1983,2428.879
Chile,1984,2480.9175
Chile,1985,2706.0913
Chile,1986,2866.6726
Chile,1987,3050.6733
Chile,1988,2955.2988
Chile,1989,2452.6738
Chile,1990,2211.9517
Chile,1991,3107.1895
Chile,1992,3995.3022
Chile,1993,4036.0212
Chile,1994,3935.5703
Chile,1995,4192.8433
Chile,1996,3793.4216
Chile,1997,4158.113
Chile,1998,3389.565
Chile,1999,2950.3496
Chile,2000,3961.202
Chile,2001,4450.168
Chile,2002,4676.036
Chile,2003,4475.823
Chile,2004,4178.0654
Chile,2005,4881.9653
Chile,2006,5195.802
Chile,2007,4352.228
Chile,2008,4786.5396
Chile,2009,4833.6
Chile,2010,4245.514
Chile,2011,4150.789
Chile,2012,4353.8335
Chile,2013,4441.646
Chile,2014,4721.6494
Chile,2015,5077.6196
Chile,2016,4842.0093
Chile,2017,5471.8364
Chile,2018,6093.088
Chile,2019,5841.1035
Chile,2020,5928.4907
Chile,2021,5958.0664
Chile,2022,6956.2
Chile,2023,7840.3677
China,1965,90.26859
China,1966,89.495544
China,1967,75.31707
China,1968,86.66061
China,1969,85.818375
China,1970,86.41278
China,1971,101.9526
China,1972,112.924576
China,1973,123.514275
China,1974,137.0211
China,1975,140.91653
China,1976,140.61176
China,1977,144.72818
China,1978,133.8227
China,1979,148.28004
China,1980,175.2486
China,1981,194.25414
China,1982,217.11359
China,1983,248.2776
China,1984,245.85036
China,1985,257.6671
China,1986,259.40524
China,1987,269.6542
China,1988,289.28363
China,1989,308.64734
China,1990,325.01965
China,1991,315.14822
China,1992,327.04276
China,1993,376.28372
China,1994,412.21762
China,1995,472.0031
China,1996,456.7167
China,1997,475.6653
China,1998,478.8812
China,1999,470.54813
China,2000,528.07043
China,2001,648.4804
China,2002,665.86285
China,2003,650.6222
China,2004,799.40796
China,2005,895.05774
China,2006,979.0666
China,2007,1084.1614
China,2008,1422.9011
China,2009,1406.6
China,2010,1641.2845
China,2011,1635.6511
China,2012,2034.3444
China,2013,2203.7427
China,2014,2564.1948
China,2015,2731.7515
China,2016,2950.528
China,2017,3194.1672
China,2018,3486.4497
China,2019,3804.1638
China,2020,4100.154
China,2021,4580.666
China,2022,4978.281
China,2023,5377.483
Colombia,1965,573.4036
Colombia,1966,618.8964
Colombia,1967,670.9573
Colombia,1968,727.7727
Colombia,1969,788.5357
Colombia,1970,856.143
Colombia,1971,887.34326
Colombia,1972,960.77185
Colombia,1973,1022.35516
Colombia,1974,1135.3912
Colombia,1975,1255.425
Colombia,1976,1291.5249
Colombia,1977,1289.4327
Colombia,1978,1453.8987
Colombia,1979,1559.741
Colombia,1980,1659.687
Colombia,1981,1600.0602
Colombia,1982,1671.1277
Colombia,1983,1646.9178
Colombia,1984,1795.0221
Colombia,1985,1888.4607
Colombia,1986,2133.852
Colombia,1987,2274.2273
Colombia,1988,2347.599
Colombia,1989,2508.1848
Colombia,1990,2520.7388
Colombia,1991,2489.8667
Colombia,1992,1973.2081
Colombia,1993,2415.5269
Colombia,1994,2725.95
Colombia,1995,2672.08
Colombia,1996,2891.6465
Colombia,1997,2537.1511
Colombia,1998,2443.5574
Colombia,1999,2620.48
Colombia,2000,2364.151
Colombia,2001,2372.647
Colombia,2002,2489.9365
Colombia,2003,2594.2678
Colombia,2004,2692.0056
Colombia,2005,2705.8232
Colombia,2006,2910.3574
Colombia,2007,2967.9873
Colombia,2008,3039.8176
Colombia,2009,2733.109
Colombia,2010,2710.2476
Colombia,2011,3197.464
Colombia,2012,3114.861
Colombia,2013,2875.7617
Colombia,2014,2888.142
Colombia,2015,2850.4856
Colombia,2016,2931.946
Colombia,2017,3443.8281
Colombia,2018,3368.7688
Colombia,2019,3216.5476
Colombia,2020,2919.7163
Colombia,2021,3457.1377
Colombia,2022,3636.9165
Colombia,2023,3478.1584
Croatia,1990,2383.8606
Croatia,1991,3379.1077
Croatia,1992,2684.148
Croatia,1993,2819.9517
Croatia,1994,3338.588
Croatia,1995,3501.6348
Croatia,1996,4891.8867
Croatia,1997,3674.435
Croatia,1998,3827.0789
Croatia,1999,4710.886
Croatia,2000,4195.8027
Croatia,2001,4680.634
Croatia,2002,3809.8923
Croatia,2003,3548.0378
Croatia,2004,4950.26
Croatia,2005,4564.402
Croatia,2006,4282.276
Croatia,2007,3050.9443
Croatia,2008,3746.9097
Croatia,2009,4791.2603
Croatia,2010,5910.7954
Croatia,2011,3366.2532
Croatia,2012,3416.6035
Croatia,2013,5965.7344
Croatia,2014,6381.7905
Croatia,2015,4850.0215
Croatia,2016,5356.1245
Croatia,2017,4584.969
Croatia,2018,6383.4805
Croatia,2019,5619.782
Croatia,2020,5800.2236
Croatia,2021,7200.4795
Croatia,2022,6013.332
Croatia,2023,7966.17
Cyprus,1965,0
Cyprus,1966,0
Cyprus,1967,0
Cyprus,1968,0
Cyprus,1969,0
Cyprus,1970,0
Cyprus,1971,0
Cyprus,1972,0
Cyprus,1973,0
Cyprus,1974,0
Cyprus,1975,0
Cyprus,1976,0
Cyprus,1977,0
Cyprus,1978,0
Cyprus,1979,0
Cyprus,1980,0
Cyprus,1981,0
Cyprus,1982,0
Cyprus,1983,0
Cyprus,1984,0
Cyprus,1985,0
Cyprus,1986,0
Cyprus,1987,0
Cyprus,1988,0
Cyprus,1989,0
Cyprus,1990,0
Cyprus,1991,0
Cyprus,1992,0
Cyprus,1993,0
Cyprus,1994,0
Cyprus,1995,0
Cyprus,1996,0
Cyprus,1997,0
Cyprus,1998,0
Cyprus,1999,0
Czechia,1965,680.1592
Czechia,1966,639.1847
Czechia,1967,574.7464
Czechia,1968,444.07068
Czechia,1969,362.01776
Czechia,1970,516.28125
Czechia,1971,363.87952
Czechia,1972,379.4062
Czechia,1973,322.86948
Czechia,1974,539.9897
Czechia,1975,535.02185
Czechia,1976,423.8488
Czechia,1977,573.3549
Czechia,1978,530.73346
Czechia,1979,662.0681
Czechia,1980,690.7279
Czechia,1981,592.6147
Czechia,1982,479.72797
Czechia,1983,475.21252
Czechia,1984,372.64844
Czechia,1985,479.6129
Czechia,1986,538.4339
Czechia,1987,707.5249
Czechia,1988,602.3517
Czechia,1989,471.47693
Czechia,1990,333.26874
Czechia,1991,312.5351
Czechia,1992,403.99564
Czechia,1993,446.2393
Czechia,1994,525.4466
Czechia,1995,717.3306
Czechia,1996,680.8232
Czechia,1997,678.6118
Czechia,1998,624.5492
Czechia,1999,745.61456
Czechia,2000,739.55457
Czechia,2001,804.29517
Czechia,2002,939.5008
Czechia,2003,613.98505
Czechia,2004,826.8495
Czechia,2005,899.0583
Czechia,2006,1022.68256
Czechia,2007,996.15576
Czechia,2008,1186.4558
Czechia,2009,1536.1359
Czechia,2010,1911.2644
Czechia,2011,2347.9536
Czechia,2012,2552.4753
Czechia,2013,2899.116
Czechia,2014,2927.8528
Czechia,2015,2966.8708
Czechia,2016,2955.6116
Czechia,2017,3027.897
Czechia,2018,2952.6003
Czechia,2019,3149.1277
Czechia,2020,3257.9944
Czechia,2021,3319.9912
Czechia,2022,3272.4053
Czechia,2023,3220.8909
Denmark,1965,15.542367
Denmark,1966,16.029001
Denmark,1967,15.2903385
Denmark,1968,12.756765
Denmark,1969,13.286727
Denmark,1970,14.4156475
Denmark,1971,14.332609
Denmark,1972,14.247461
Denmark,1973,14.169237
Denmark,1974,14.098883
Denmark,1975,12.276428
Denmark,1976,11.062273
Denmark,1977,15.090799
Denmark,1978,17.36363
Denmark,1979,20.216114
Denmark,1980,25.731016
Denmark,1981,26.53049
Denmark,1982,28.14856
Denmark,1983,55.526436
Denmark,1984,57.175884
Denmark,1985,69.29082
Denmark,1986,120.868484
Denmark,1987,155.34167
Denmark,1988,237.00626
Denmark,1989,338.27975
Denmark,1990,497.18073
Denmark,1991,658.5098
Denmark,1992,860.1882
Denmark,1993,1051.9052
Denmark,1994,1014.4045
Denmark,1995,1076.5017
Denmark,1996,1206.6158
Denmark,1997,1684.8604
Denmark,1998,2238.543
Denmark,1999,2492.4995
Denmark,2000,3142.4268
Denmark,2001,3275.6567
Denmark,2002,3779.7375
Denmark,2003,4475.639
Denmark,2004,5233.716
Denmark,2005,5360.6333
Denmark,2006,5001.4873
Denmark,2007,5537.4126
Denmark,2008,5386.9443
